video_id,title,channel_title,category,publish_time,views,likes,comment_count,tags
vid_864,Video Title 864,Star Sports,Comedy,2023-02-14,8719906,266095.0,13596.0,"vlog,music,shorts"
vid_865,Video Title 865,NDTV,Travel & Events,2023-01-17,862544,397175.0,14693.0,"trending,funny,tutorial"
vid_866,Video Title 866,StudyIQ Education,Music,2023-06-03,6282970,214597.0,18625.0,"funny,trending,tutorial"
vid_867,Video Title 867,NDTV,Entertainment,2023-12-24,9664516,67115.0,13870.0,"funny,vlog,music"
vid_868,Video Title 868,Star Sports,Education,2023-12-28,4631613,479199.0,13303.0,"vlog,cricket,tutorial"
vid_869,Video Title 869,StudyIQ Education,Science & Technology,2023-12-14,3801248,440377.0,15808.0,"shorts,tutorial,trending"
vid_870,Video Title 870,Star Sports,Music,2023-12-30,5599418,398376.0,2626.0,"trending,shorts,vlog"
vid_871,Video Title 871,Ashish Chanchlani Vines,Sports,2023-06-27,7546019,248258.0,18286.0,"music,tutorial,trending"
vid_872,Video Title 872,NDTV,Gaming,2023-10-16,7395812,13885.0,3788.0,"cricket,tutorial,trending"
vid_873,Video Title 873,StudyIQ Education,Travel & Events,2023-05-15,26249,45301.0,19223.0,"tutorial,trending,shorts"
vid_874,Video Title 874,NDTV,People & Blogs,2023-10-16,7727741,211187.0,10010.0,"shorts,trending,music"
vid_875,Video Title 875,Star Sports,Education,2023-01-21,571556,390365.0,17593.0,"vlog,music,funny"
vid_876,Video Title 876,MrBeast,Entertainment,2023-08-30,7920190,372344.0,10797.0,"vlog,trending,funny"
vid_877,Video Title 877,Aaj Tak,Education,2023-05-17,9385972,317621.0,16419.0,"cricket,vlog,funny"
vid_878,Video Title 878,MrBeast,Comedy,2023-04-28,855994,29809.0,,"vlog,trending,tutorial"
vid_879,Video Title 879,BB Ki Vines,Entertainment,2023-02-21,1073612,443700.0,8564.0,"trending,music,cricket"
vid_880,Video Title 880,Aaj Tak,News & Politics,2023-10-25,7193506,292354.0,6688.0,"cricket,tutorial,vlog"
vid_881,Video Title 881,BB Ki Vines,Comedy,2023-12-31,3236414,49768.0,5076.0,"cricket,vlog,tutorial"
vid_882,Video Title 882,Sony Music India,People & Blogs,2023-01-09,6828369,153142.0,4403.0,"vlog,tutorial,music"
vid_883,Video Title 883,MrBeast,Gaming,2023-08-19,3308985,21861.0,9389.0,"shorts,cricket,trending"
vid_884,Video Title 884,BB Ki Vines,Science & Technology,2023-04-02,5725787,486236.0,3564.0,"music,tutorial,trending"
vid_885,Video Title 885,Sony Music India,Entertainment,2023-05-15,5015820,130918.0,1086.0,"vlog,trending,music"
vid_886,Video Title 886,Star Sports,Education,2023-06-24,1448052,109400.0,15138.0,"vlog,music,cricket"
vid_887,Video Title 887,Technical Guruji,News & Politics,2023-06-16,5773253,425915.0,6964.0,"music,funny,trending"
vid_888,Video Title 888,BB Ki Vines,Gaming,2023-10-18,4110991,248795.0,2468.0,"shorts,tutorial,cricket"
vid_889,Video Title 889,MrBeast,People & Blogs,2023-04-23,2393947,182225.0,16927.0,"music,shorts,funny"
vid_890,Video Title 890,Technical Guruji,Travel & Events,2023-09-23,497365,341517.0,13975.0,"trending,tutorial,music"
vid_891,Video Title 891,Aaj Tak,Education,2023-04-08,7596737,131520.0,17413.0,"vlog,funny,tutorial"
vid_892,Video Title 892,Aaj Tak,Comedy,2023-08-28,1293679,363600.0,15745.0,"music,cricket,vlog"
vid_893,Video Title 893,StudyIQ Education,Sports,2023-05-13,8350588,79133.0,14058.0,"music,funny,tutorial"
vid_894,Video Title 894,Sony Music India,Sports,2023-08-13,2349586,135553.0,2211.0,"vlog,cricket,tutorial"
vid_895,Video Title 895,MrBeast,Education,2023-12-09,2024799,148300.0,10958.0,"funny,trending,tutorial"
vid_896,Video Title 896,Aaj Tak,Gaming,2023-05-06,3730456,484517.0,11107.0,"music,trending,cricket"
vid_897,Video Title 897,NDTV,Education,2023-12-26,8916823,388974.0,6739.0,"music,cricket,vlog"
vid_898,Video Title 898,Sony Music India,Travel & Events,2023-07-17,3233881,,9081.0,"music,tutorial,shorts"
vid_899,Video Title 899,StudyIQ Education,Music,2023-10-26,8943944,212562.0,4396.0,"music,tutorial,vlog"
vid_900,Video Title 900,NDTV,Sports,2023-06-16,9764791,299850.0,18768.0,"trending,vlog,music"
vid_901,Video Title 901,BB Ki Vines,Science & Technology,2023-04-21,9276560,324784.0,13604.0,"trending,music,tutorial"
vid_902,Video Title 902,T-Series,Science & Technology,2023-10-28,949481,79572.0,7974.0,"shorts,funny,trending"
vid_903,Video Title 903,Ashish Chanchlani Vines,Science & Technology,2023-06-10,6406128,230498.0,9741.0,"tutorial,shorts,cricket"
vid_904,Video Title 904,Sony Music India,Sports,2023-09-05,5486978,113349.0,16847.0,"tutorial,shorts,vlog"
vid_905,Video Title 905,T-Series,Science & Technology,2023-10-10,6532873,61326.0,18516.0,"tutorial,music,trending"
vid_906,Video Title 906,Sony Music India,,2023-06-09,3526368,40048.0,3472.0,"funny,tutorial,trending"
vid_907,Video Title 907,StudyIQ Education,Travel & Events,2023-07-03,9257900,102833.0,134.0,"shorts,cricket,music"
vid_908,Video Title 908,StudyIQ Education,News & Politics,2023-08-05,3859720,310793.0,19582.0,"tutorial,music,shorts"
vid_909,Video Title 909,NDTV,Travel & Events,2023-04-17,4671618,35052.0,9660.0,"music,cricket,trending"
vid_910,Video Title 910,Ashish Chanchlani Vines,News & Politics,2023-05-16,5358960,110358.0,10993.0,"cricket,shorts,trending"
vid_911,Video Title 911,StudyIQ Education,Comedy,2023-09-19,1088196,437188.0,5166.0,"trending,funny,music"
vid_912,Video Title 912,NDTV,Entertainment,2023-01-21,5832469,,13061.0,"trending,music,shorts"
vid_913,Video Title 913,T-Series,Sports,2023-03-09,8499031,270035.0,4095.0,"shorts,funny,tutorial"
vid_914,Video Title 914,Star Sports,Entertainment,2023-04-20,2583012,357518.0,317.0,"trending,funny,music"
vid_915,Video Title 915,T-Series,Science & Technology,2023-12-05,2850964,317630.0,11046.0,"shorts,funny,tutorial"
vid_916,Video Title 916,Technical Guruji,Sports,2023-04-29,2911962,7731.0,10529.0,"tutorial,music,vlog"
vid_917,Video Title 917,NDTV,Music,2023-01-23,9548962,488460.0,14555.0,"trending,music,vlog"
vid_918,Video Title 918,NDTV,Comedy,2023-11-09,6595317,338729.0,6852.0,"trending,vlog,tutorial"
vid_919,Video Title 919,Ashish Chanchlani Vines,Music,2023-11-20,2946444,462614.0,11022.0,"tutorial,funny,shorts"
vid_920,Video Title 920,Technical Guruji,Gaming,2023-05-19,6497607,99081.0,17565.0,"trending,vlog,funny"
vid_921,Video Title 921,T-Series,,2023-01-26,1661439,275643.0,11856.0,"music,vlog,funny"
vid_922,Video Title 922,Ashish Chanchlani Vines,Education,2023-03-12,8557069,47933.0,15963.0,"trending,cricket,funny"
vid_923,Video Title 923,Star Sports,Comedy,2023-01-02,3364301,229619.0,11090.0,"funny,trending,shorts"
vid_924,Video Title 924,Sony Music India,Education,2023-12-31,56062,117055.0,5638.0,"shorts,vlog,tutorial"
vid_925,Video Title 925,MrBeast,Gaming,2023-09-16,5661215,447186.0,1507.0,"cricket,music,tutorial"
vid_926,Video Title 926,NDTV,Travel & Events,2023-06-03,8005460,211643.0,11982.0,"shorts,cricket,tutorial"
vid_927,Video Title 927,T-Series,Music,2023-11-07,3166876,6623.0,2643.0,"vlog,funny,trending"
vid_928,Video Title 928,Ashish Chanchlani Vines,News & Politics,2023-05-25,1876633,19433.0,2375.0,"funny,music,cricket"
vid_929,Video Title 929,Ashish Chanchlani Vines,Education,2023-05-18,5609831,192214.0,6190.0,"funny,shorts,vlog"
vid_930,Video Title 930,NDTV,Education,2023-05-26,1322421,96973.0,,"vlog,shorts,trending"
vid_931,Video Title 931,StudyIQ Education,People & Blogs,2023-01-04,5940240,230782.0,10772.0,"funny,shorts,music"
vid_932,Video Title 932,Ashish Chanchlani Vines,Science & Technology,2023-02-22,6295268,450836.0,14021.0,"trending,tutorial,cricket"
vid_933,Video Title 933,MrBeast,People & Blogs,2023-07-27,4252947,73800.0,8581.0,"vlog,cricket,tutorial"
vid_934,Video Title 934,T-Series,People & Blogs,2023-12-16,6211278,263422.0,10775.0,"funny,vlog,shorts"
vid_935,Video Title 935,T-Series,Music,2023-10-10,1996268,237014.0,9923.0,"tutorial,funny,shorts"
vid_936,Video Title 936,NDTV,People & Blogs,2023-10-05,1097128,27799.0,19697.0,"tutorial,funny,vlog"
vid_937,Video Title 937,Ashish Chanchlani Vines,People & Blogs,2023-03-20,3417037,109737.0,3403.0,"music,trending,funny"
vid_938,Video Title 938,Ashish Chanchlani Vines,Sports,2023-05-29,4699554,19628.0,1405.0,"music,vlog,shorts"
vid_939,Video Title 939,Sony Music India,Comedy,2023-12-07,503798,179487.0,19401.0,"trending,music,tutorial"
vid_940,Video Title 940,Sony Music India,Science & Technology,2023-11-17,1092746,408001.0,14482.0,"cricket,vlog,funny"
vid_941,Video Title 941,MrBeast,News & Politics,2023-07-16,7276556,325331.0,4575.0,"shorts,vlog,trending"
vid_942,Video Title 942,StudyIQ Education,Music,2023-05-30,9748683,377750.0,6128.0,"funny,music,trending"
vid_943,Video Title 943,NDTV,Travel & Events,2023-08-19,4893556,260648.0,17215.0,"shorts,funny,music"
vid_944,Video Title 944,Sony Music India,Education,2023-02-08,8485007,83746.0,18701.0,"trending,vlog,cricket"
vid_945,Video Title 945,MrBeast,Travel & Events,2023-11-04,1209096,212.0,11323.0,"music,trending,funny"
vid_946,Video Title 946,BB Ki Vines,Travel & Events,2023-12-03,3309928,130054.0,12514.0,"shorts,cricket,music"
vid_947,Video Title 947,NDTV,Sports,2023-08-05,2560722,268434.0,7567.0,"vlog,tutorial,shorts"
vid_948,Video Title 948,StudyIQ Education,Music,2023-08-17,388251,205917.0,3812.0,"tutorial,cricket,music"
vid_949,Video Title 949,BB Ki Vines,,2023-05-05,2169758,230774.0,17589.0,"trending,music,tutorial"
vid_950,Video Title 950,Star Sports,Comedy,2023-09-02,3425544,3733.0,16337.0,"cricket,trending,shorts"
vid_951,Video Title 951,Ashish Chanchlani Vines,News & Politics,2023-07-06,7924359,479076.0,13669.0,"funny,shorts,music"
vid_952,Video Title 952,BB Ki Vines,People & Blogs,2023-03-17,743151,27096.0,2545.0,"cricket,funny,tutorial"
vid_953,Video Title 953,Star Sports,Entertainment,2023-03-13,9693326,227752.0,16284.0,"funny,music,cricket"
vid_954,Video Title 954,T-Series,Sports,2023-08-30,1687966,375160.0,3418.0,"music,funny,cricket"
vid_955,Video Title 955,MrBeast,News & Politics,2023-12-18,4316302,333885.0,6568.0,"cricket,shorts,funny"
vid_956,Video Title 956,T-Series,Gaming,2023-03-15,1064799,117423.0,16294.0,"trending,tutorial,funny"
vid_957,Video Title 957,Aaj Tak,Travel & Events,2023-09-14,9639677,273392.0,5618.0,"tutorial,cricket,funny"
vid_958,Video Title 958,Ashish Chanchlani Vines,Entertainment,2023-09-05,6319879,392128.0,16738.0,"vlog,tutorial,trending"
vid_959,Video Title 959,Ashish Chanchlani Vines,Comedy,2023-05-12,8052300,12913.0,5659.0,"funny,music,shorts"
vid_960,Video Title 960,MrBeast,News & Politics,2023-06-10,9407734,485147.0,16633.0,"tutorial,shorts,vlog"
vid_961,Video Title 961,Technical Guruji,Comedy,2023-03-31,150081,201424.0,11884.0,"tutorial,funny,music"
vid_962,Video Title 962,Sony Music India,Entertainment,2023-09-27,1772481,59994.0,17820.0,"trending,vlog,shorts"
vid_963,Video Title 963,Ashish Chanchlani Vines,Entertainment,2023-04-08,5718319,22880.0,7877.0,"tutorial,trending,shorts"
vid_964,Video Title 964,MrBeast,Entertainment,2023-11-03,9122509,490623.0,13383.0,"music,funny,tutorial"
vid_965,Video Title 965,Aaj Tak,Sports,2023-01-22,7481557,54163.0,7803.0,"tutorial,trending,cricket"
vid_966,Video Title 966,Star Sports,People & Blogs,2023-03-11,8881781,266650.0,18901.0,"trending,funny,music"
vid_967,Video Title 967,Ashish Chanchlani Vines,Music,2023-05-09,8822337,315948.0,8759.0,"trending,cricket,vlog"
vid_968,Video Title 968,Aaj Tak,Travel & Events,2023-04-02,4252389,106774.0,19079.0,"tutorial,vlog,music"
vid_969,Video Title 969,Ashish Chanchlani Vines,Science & Technology,2023-10-26,7408151,273790.0,12448.0,"funny,vlog,shorts"
vid_970,Video Title 970,NDTV,News & Politics,2023-03-25,3045020,128769.0,18846.0,"tutorial,funny,music"
vid_971,Video Title 971,Sony Music India,Education,2023-01-11,7997489,101364.0,17686.0,"funny,cricket,tutorial"
vid_972,Video Title 972,MrBeast,News & Politics,2023-06-16,6022378,148275.0,19825.0,"vlog,music,trending"
vid_973,Video Title 973,Sony Music India,Comedy,2023-09-12,4543508,167358.0,16669.0,"tutorial,music,cricket"
vid_974,Video Title 974,BB Ki Vines,Comedy,2023-08-10,8218996,388111.0,4704.0,"music,trending,cricket"
vid_975,Video Title 975,Technical Guruji,Sports,2023-05-18,7800854,158145.0,17554.0,"music,funny,cricket"
vid_976,Video Title 976,Sony Music India,Education,2023-02-02,3923052,428450.0,11244.0,"shorts,cricket,funny"
vid_977,Video Title 977,NDTV,Gaming,2023-07-03,34273,90220.0,5837.0,"music,vlog,shorts"
vid_978,Video Title 978,MrBeast,Gaming,2023-08-12,8381334,365515.0,15083.0,"cricket,vlog,tutorial"
vid_979,Video Title 979,Ashish Chanchlani Vines,Entertainment,2023-05-25,5845228,183982.0,9700.0,"trending,cricket,tutorial"
vid_980,Video Title 980,MrBeast,News & Politics,2023-03-19,2666813,40476.0,8967.0,"cricket,tutorial,music"
vid_981,Video Title 981,Ashish Chanchlani Vines,People & Blogs,2023-04-14,1300910,218974.0,18399.0,"trending,funny,cricket"
vid_982,Video Title 982,T-Series,Gaming,2023-09-23,4746608,485793.0,1709.0,"cricket,trending,shorts"
vid_983,Video Title 983,T-Series,Sports,2023-10-09,6798628,65962.0,4437.0,"vlog,music,shorts"
vid_984,Video Title 984,MrBeast,Music,2023-05-20,6530796,384118.0,6264.0,"tutorial,vlog,trending"
vid_985,Video Title 985,BB Ki Vines,Comedy,2023-10-28,983420,,13651.0,"trending,funny,cricket"
vid_986,Video Title 986,Technical Guruji,People & Blogs,2023-02-22,2788555,239723.0,10362.0,"tutorial,shorts,cricket"
vid_987,Video Title 987,Star Sports,People & Blogs,2023-05-26,5959751,73745.0,13127.0,"music,shorts,vlog"
vid_988,Video Title 988,NDTV,People & Blogs,2023-12-30,9090816,188488.0,19848.0,"trending,funny,shorts"
vid_989,Video Title 989,BB Ki Vines,Travel & Events,2023-03-31,3731657,205401.0,7498.0,"vlog,trending,funny"
vid_990,Video Title 990,Ashish Chanchlani Vines,News & Politics,2023-11-01,1343968,76600.0,12646.0,"vlog,music,tutorial"
vid_991,Video Title 991,NDTV,Travel & Events,2023-09-17,4319154,73795.0,2874.0,"trending,cricket,shorts"
vid_992,Video Title 992,Technical Guruji,Comedy,2023-07-19,7540433,342662.0,17902.0,"cricket,vlog,shorts"
vid_993,Video Title 993,Aaj Tak,People & Blogs,2023-01-18,1585257,179359.0,13167.0,"shorts,vlog,trending"
vid_994,Video Title 994,NDTV,News & Politics,2023-09-02,2384277,281038.0,3492.0,"shorts,vlog,trending"
vid_995,Video Title 995,StudyIQ Education,Music,2023-01-10,4691979,337472.0,14959.0,"funny,music,tutorial"
vid_996,Video Title 996,Aaj Tak,Travel & Events,2023-04-26,2425646,416330.0,5208.0,"vlog,cricket,trending"
vid_997,Video Title 997,MrBeast,Entertainment,2023-03-09,7692959,216464.0,7021.0,"music,cricket,shorts"
vid_998,Video Title 998,MrBeast,People & Blogs,2023-04-26,3037209,381959.0,5634.0,"tutorial,music,cricket"
vid_999,Video Title 999,StudyIQ Education,Music,2023-09-07,6545815,476262.0,13678.0,"shorts,music,funny"
vid_1000,Video Title 1000,Aaj Tak,Music,2023-01-19,76573,324915.0,7026.0,"music,cricket,shorts"
vid_1001,Video Title 1001,MrBeast,Science & Technology,2023-01-25,756798,257121.0,18873.0,"shorts,music,cricket"
vid_1002,Video Title 1002,Ashish Chanchlani Vines,Music,2023-12-13,8793877,17078.0,13243.0,"music,tutorial,vlog"
vid_1003,Video Title 1003,T-Series,People & Blogs,2023-04-05,8836243,479320.0,2578.0,"shorts,funny,vlog"
vid_1004,Video Title 1004,NDTV,Comedy,2023-04-24,6331826,389415.0,13750.0,"tutorial,shorts,music"
vid_1005,Video Title 1005,Sony Music India,Education,2023-04-05,8910644,213134.0,11706.0,"music,shorts,funny"
vid_1006,Video Title 1006,Technical Guruji,Gaming,2023-12-14,945440,453512.0,18230.0,"music,trending,cricket"
vid_1007,Video Title 1007,Ashish Chanchlani Vines,Travel & Events,2023-08-01,6810505,299872.0,3248.0,"tutorial,shorts,vlog"
vid_1008,Video Title 1008,Aaj Tak,Gaming,2023-05-18,5040264,99983.0,5564.0,"shorts,vlog,tutorial"
vid_1009,Video Title 1009,T-Series,News & Politics,2023-10-30,9320410,147674.0,6051.0,"shorts,funny,music"
vid_1010,Video Title 1010,Aaj Tak,People & Blogs,2023-01-27,5987863,467272.0,4763.0,"music,vlog,cricket"
vid_1011,Video Title 1011,Aaj Tak,Gaming,2023-12-03,2917351,280143.0,80.0,"funny,cricket,music"
vid_1012,Video Title 1012,Star Sports,Education,2023-02-09,9211007,185773.0,2750.0,"music,trending,shorts"
vid_1013,Video Title 1013,Technical Guruji,News & Politics,2023-01-05,3260036,475188.0,12053.0,"funny,music,shorts"
vid_1014,Video Title 1014,NDTV,Comedy,2023-09-15,7023672,396018.0,3703.0,"vlog,shorts,music"
vid_1015,Video Title 1015,Sony Music India,Gaming,2023-03-06,5739126,453128.0,18815.0,"vlog,funny,tutorial"
vid_1016,Video Title 1016,StudyIQ Education,Science & Technology,2023-11-06,5806913,125547.0,9477.0,"cricket,funny,vlog"
vid_1017,Video Title 1017,NDTV,Science & Technology,2023-04-26,2553736,200228.0,12547.0,"music,cricket,tutorial"
vid_1018,Video Title 1018,T-Series,Science & Technology,2023-10-31,4020890,122998.0,18845.0,"funny,tutorial,trending"
vid_1019,Video Title 1019,Star Sports,Gaming,2023-08-29,8261433,,6487.0,"tutorial,music,shorts"
vid_1020,Video Title 1020,Star Sports,Comedy,2023-11-26,4361927,251797.0,13882.0,"shorts,trending,cricket"
vid_1021,Video Title 1021,MrBeast,Music,2023-05-29,5649558,469850.0,4851.0,"shorts,funny,vlog"
vid_1022,Video Title 1022,MrBeast,Science & Technology,2023-03-16,21093,63744.0,11597.0,"vlog,funny,shorts"
vid_1023,Video Title 1023,Aaj Tak,Entertainment,2023-05-03,6080074,87838.0,19148.0,"funny,cricket,trending"
vid_1024,Video Title 1024,BB Ki Vines,Music,2023-12-08,9029735,155565.0,18229.0,"music,cricket,vlog"
vid_1025,Video Title 1025,StudyIQ Education,People & Blogs,2023-09-04,1065272,82296.0,15574.0,"tutorial,trending,cricket"
vid_1026,Video Title 1026,BB Ki Vines,Education,2023-07-18,2627298,93742.0,8704.0,"vlog,funny,music"
vid_1027,Video Title 1027,Technical Guruji,People & Blogs,2023-09-10,1896349,100060.0,19549.0,"trending,funny,shorts"
vid_1028,Video Title 1028,NDTV,Sports,2023-05-29,1299277,41933.0,8022.0,"music,trending,tutorial"
vid_1029,Video Title 1029,T-Series,People & Blogs,2023-08-05,5087112,131969.0,18969.0,"trending,tutorial,shorts"
vid_1030,Video Title 1030,Ashish Chanchlani Vines,Science & Technology,2023-04-15,586696,125433.0,13.0,"funny,cricket,trending"
vid_1031,Video Title 1031,MrBeast,Comedy,2023-09-19,4932786,10897.0,17655.0,"trending,tutorial,vlog"
vid_1032,Video Title 1032,T-Series,Travel & Events,2023-02-10,8769291,237351.0,8245.0,"trending,cricket,funny"
vid_1033,Video Title 1033,MrBeast,Sports,2023-01-19,3000946,254821.0,14766.0,"shorts,music,trending"
vid_1034,Video Title 1034,StudyIQ Education,People & Blogs,2023-10-21,6855494,7369.0,13706.0,"shorts,trending,cricket"
vid_1035,Video Title 1035,Technical Guruji,Education,2023-09-21,4205414,265495.0,,"shorts,cricket,vlog"
vid_1036,Video Title 1036,Sony Music India,Science & Technology,2023-03-07,8498103,411653.0,14783.0,"music,tutorial,trending"
vid_1037,Video Title 1037,StudyIQ Education,Science & Technology,2023-08-09,5817138,263041.0,9492.0,"shorts,vlog,trending"
vid_1038,Video Title 1038,Aaj Tak,Gaming,2023-02-09,4694253,136030.0,13624.0,"music,shorts,cricket"
vid_1039,Video Title 1039,BB Ki Vines,News & Politics,2023-06-25,9967397,192892.0,14863.0,"cricket,funny,music"
vid_1040,Video Title 1040,Technical Guruji,Education,2023-12-22,3560189,497550.0,3287.0,"funny,shorts,trending"
vid_1041,Video Title 1041,Ashish Chanchlani Vines,Science & Technology,2023-08-01,4239139,273465.0,14621.0,"tutorial,vlog,funny"
vid_1042,Video Title 1042,Aaj Tak,News & Politics,2023-02-02,3189962,221572.0,10555.0,"vlog,trending,music"
vid_1043,Video Title 1043,Aaj Tak,Travel & Events,2023-12-18,2807948,368594.0,13856.0,"shorts,vlog,cricket"
vid_1044,Video Title 1044,T-Series,Entertainment,2023-01-29,3657937,494500.0,1441.0,"funny,tutorial,shorts"
vid_1045,Video Title 1045,MrBeast,Science & Technology,2023-01-28,2212294,453175.0,8995.0,"vlog,shorts,cricket"
vid_1046,Video Title 1046,Star Sports,Sports,2023-05-31,1696464,400799.0,8353.0,"funny,music,trending"
vid_1047,Video Title 1047,StudyIQ Education,Sports,2023-10-11,5414952,329897.0,18308.0,"cricket,vlog,music"
vid_1048,Video Title 1048,Technical Guruji,Sports,2023-05-11,9965414,207650.0,7764.0,"shorts,vlog,music"
vid_1049,Video Title 1049,StudyIQ Education,Gaming,2023-09-12,5843800,60509.0,9939.0,"cricket,funny,shorts"
vid_1050,Video Title 1050,Ashish Chanchlani Vines,Travel & Events,2023-02-17,9418644,479323.0,,"shorts,tutorial,music"
vid_1051,Video Title 1051,Aaj Tak,Gaming,2023-02-18,390464,387797.0,10184.0,"funny,vlog,music"
vid_1052,Video Title 1052,Sony Music India,News & Politics,2023-01-26,6787922,179351.0,12191.0,"funny,cricket,music"
vid_1053,Video Title 1053,Sony Music India,Sports,2023-05-21,3610641,91408.0,16601.0,"funny,tutorial,trending"
vid_1054,Video Title 1054,StudyIQ Education,Education,2023-10-31,7696955,410830.0,7465.0,"shorts,funny,trending"
vid_1055,Video Title 1055,NDTV,News & Politics,2023-01-09,6056569,434273.0,13787.0,"shorts,vlog,tutorial"
vid_1056,Video Title 1056,StudyIQ Education,Education,2023-02-12,2547712,192862.0,14190.0,"trending,shorts,tutorial"
vid_1057,Video Title 1057,Technical Guruji,Comedy,2023-08-14,6876609,176876.0,4984.0,"tutorial,music,funny"
vid_1058,Video Title 1058,T-Series,News & Politics,2023-08-09,4866913,453467.0,16582.0,"vlog,tutorial,music"
vid_1059,Video Title 1059,Star Sports,Travel & Events,2023-03-06,352137,255787.0,13990.0,"trending,vlog,tutorial"
vid_1060,Video Title 1060,MrBeast,Music,2023-06-04,4983906,245104.0,8236.0,"trending,vlog,music"
vid_1061,Video Title 1061,MrBeast,Entertainment,2023-03-24,1183656,274470.0,17003.0,"cricket,trending,shorts"
vid_1062,Video Title 1062,Star Sports,Travel & Events,2023-05-28,4800673,225689.0,4035.0,"cricket,vlog,trending"
vid_1063,Video Title 1063,MrBeast,Music,2023-04-07,315555,330033.0,12606.0,"music,shorts,tutorial"
vid_1064,Video Title 1064,Star Sports,Education,2023-11-24,2032451,115975.0,17514.0,"cricket,shorts,tutorial"
vid_1065,Video Title 1065,MrBeast,Science & Technology,2023-05-13,9139903,29264.0,492.0,"funny,shorts,music"
vid_1066,Video Title 1066,StudyIQ Education,Comedy,2023-12-16,2559885,444817.0,7885.0,"funny,trending,cricket"
vid_1067,Video Title 1067,Ashish Chanchlani Vines,News & Politics,2023-11-24,4223789,105537.0,12480.0,"funny,cricket,music"
vid_1068,Video Title 1068,Star Sports,Entertainment,2023-04-04,5680992,371903.0,5569.0,"vlog,cricket,funny"
vid_1069,Video Title 1069,BB Ki Vines,Gaming,2023-07-15,4305586,266549.0,2983.0,"tutorial,music,cricket"
vid_1070,Video Title 1070,Sony Music India,Science & Technology,2023-08-14,3605303,262544.0,14004.0,"music,funny,vlog"
vid_1071,Video Title 1071,BB Ki Vines,People & Blogs,2023-10-08,495952,355742.0,4195.0,"tutorial,funny,trending"
vid_1072,Video Title 1072,Ashish Chanchlani Vines,Travel & Events,2023-11-11,8921028,28897.0,10791.0,"cricket,trending,music"
vid_1073,Video Title 1073,StudyIQ Education,Gaming,2023-02-26,635277,112948.0,888.0,"cricket,tutorial,shorts"
vid_1074,Video Title 1074,BB Ki Vines,Gaming,2023-07-14,6515397,382590.0,855.0,"shorts,vlog,tutorial"
vid_1075,Video Title 1075,Technical Guruji,Gaming,2023-09-19,3046003,265042.0,6683.0,"tutorial,funny,trending"
vid_1076,Video Title 1076,Ashish Chanchlani Vines,Science & Technology,2023-11-27,52474,72024.0,7177.0,"music,tutorial,trending"
vid_1077,Video Title 1077,T-Series,Travel & Events,2023-08-18,334223,495418.0,6766.0,"funny,trending,tutorial"
vid_1078,Video Title 1078,T-Series,Music,2023-11-18,7600198,345425.0,6189.0,"music,shorts,trending"
vid_1079,Video Title 1079,Star Sports,Sports,2023-09-27,3296996,33118.0,17079.0,"vlog,funny,shorts"
vid_1080,Video Title 1080,Technical Guruji,News & Politics,2023-01-12,9448971,385452.0,13527.0,"shorts,cricket,music"
vid_1081,Video Title 1081,Star Sports,Gaming,2023-08-06,7589159,402620.0,14928.0,"shorts,trending,vlog"
vid_1082,Video Title 1082,StudyIQ Education,Science & Technology,2023-08-13,6318319,319217.0,13784.0,"music,tutorial,vlog"
vid_1083,Video Title 1083,BB Ki Vines,People & Blogs,2023-05-16,4347566,3352.0,4036.0,"music,trending,cricket"
vid_1084,Video Title 1084,Aaj Tak,Sports,2023-12-02,1787062,239399.0,11119.0,"shorts,music,vlog"
vid_1085,Video Title 1085,Aaj Tak,Comedy,2023-03-01,2018128,194229.0,15305.0,"tutorial,trending,music"
vid_1086,Video Title 1086,StudyIQ Education,News & Politics,2023-08-21,6970802,400272.0,96.0,"funny,shorts,cricket"
vid_1087,Video Title 1087,NDTV,Sports,2023-01-14,4394958,330513.0,15951.0,"cricket,tutorial,shorts"
vid_1088,Video Title 1088,Sony Music India,Gaming,2023-12-15,8329737,394177.0,8833.0,"shorts,cricket,music"
vid_1089,Video Title 1089,StudyIQ Education,Music,2023-05-18,664626,323764.0,12181.0,"shorts,trending,funny"
vid_1090,Video Title 1090,NDTV,People & Blogs,2023-07-16,2554707,490305.0,639.0,"funny,shorts,cricket"
vid_1091,Video Title 1091,BB Ki Vines,,2023-10-13,3299741,425052.0,8753.0,"vlog,tutorial,shorts"
vid_1092,Video Title 1092,Aaj Tak,Music,2023-07-26,4123564,413039.0,6045.0,"vlog,funny,shorts"
vid_1093,Video Title 1093,NDTV,People & Blogs,2023-03-18,1752595,323.0,3384.0,"vlog,music,tutorial"
vid_1094,Video Title 1094,StudyIQ Education,Entertainment,2023-11-22,4383497,373155.0,13119.0,"cricket,tutorial,vlog"
vid_1095,Video Title 1095,StudyIQ Education,Travel & Events,2023-06-17,8342262,22115.0,4691.0,"tutorial,vlog,funny"
vid_1096,Video Title 1096,Ashish Chanchlani Vines,People & Blogs,2023-12-26,8374920,313397.0,10927.0,"shorts,tutorial,cricket"
vid_1097,Video Title 1097,Technical Guruji,News & Politics,2023-02-05,6247232,411932.0,19204.0,"funny,music,shorts"
vid_1098,Video Title 1098,NDTV,Comedy,2023-10-13,6336229,243766.0,8035.0,"shorts,music,funny"
